a_w,T_10,T_15,T_20,T_25,T_30,T_35,T_40,T_45,T_50,T_55,T_60
0.25,15.4825509209267,15.4882731941458,15.4934325845335,15.4980227186526,15.5020364892585,15.5054661859767,15.5083036187378,15.5105402340789,15.5121672244198,15.5131756304294,15.5135564366057
0.252,15.5231775222993,15.5290492310365,15.5343588354365,15.5391003905539,15.5432672084092,15.546851988118,15.5498469387412,15.5522438949774,15.5540344258183,15.5552099362936,15.5557617624367
0.254,15.5640128819681,15.5700347501347,15.5754952267779,15.5803887947246,15.5847091845237,15.5884495040461,15.5916023607684,15.5941599768745,15.5961142973068,15.5974570909059,15.5981800447783
0.256,15.6050587303124,15.6112315050064,15.6168435362205,15.6218897339215,15.6263642465354,15.6302605900377,15.6335717696878,15.6362903945561,15.6384087849901,15.6399190731624,15.6408132968575
0.258,15.6463168131759,15.6526412645539,15.6584055565992,15.6636050258717,15.6682342381084,15.6722871168203,15.6757570644958,15.6786370765716,15.6809198483268,15.6825978748586,15.6836635443
0.26,15.6877888921759,15.6942658133395,15.7001830962608,15.705536503631,15.7103210180138,15.7145309699679,15.7181601587361,15.7212019656753,15.7236494605968,15.725495501183,15.7267328256514
0.262,15.7294767450125,15.7361069519087,15.7421779794033,15.7476860159388,15.7526264605036,15.7569940502953,15.760782980913,15.7639870192635,15.7665996093616,15.7686139712035,15.7700231928923
0.264,15.7713821657781,15.7781664971142,15.7843920464138,15.7900554275733,15.7951524556827,15.7996782742482,15.8036274749036,15.8069942098075,15.8097722969205,15.8119553183489,15.813536711945
0.266,15.8135069652673,15.8204462824386,15.8268271542071,15.832646619705,15.8379009098798,15.8425855742929,15.8466956003655,15.8502255252829,15.8531695407627,15.8555215908836,15.8572754631742
0.268,15.8558529712879,15.8629481583192,15.8694851765636,15.8754614902499,15.8808737460167,15.8857178993028,15.8899893331431,15.8936829695956,15.8967933740147,15.8993148523793,15.9012415418828
0.27,15.8984220289726,15.9056739924719,15.9123680044672,15.9185019542226,15.9240729039775,15.9290772149445,15.9335106656715,15.9373685630053,15.9406458458845,15.9433371821803,15.9454370588014
0.272,15.9412160010925,15.948625670217,15.9554775464446,15.9617699440894,15.9675003409765,15.9726655040627,15.9772616073793,15.9812843425472,15.9847290221033,15.9875906758676,15.9898641405742
0.274,15.9842367683717,15.9918050948061,15.9988157289046,16.0052674101218,16.0111580319271,16.0164847670643,16.0212441850893,16.025432362451,16.0290449853645,16.0320774457173,16.0345249302404
0.276,16.0274862298034,16.0352141877497,16.0423844964789,16.0489963207502,16.0550479698098,16.0605370223026,16.0654604434197,16.0698146945594,16.0735958357602,16.0767996211587,16.0794215877123
0.278,16.0709663029685,16.0788548891474,16.0861858123636,16.0929586629196,16.0991721660418,16.104824306461,16.1099124451838,16.1144334287453,16.1183836912171,16.121759349228,16.1245562902511
0.28,16.1146789243561,16.1227291580189,16.1302216586635,16.1371564424451,16.1435326508461,16.149348674938,16.1546022717899,16.1592906733282,16.1634106879304,16.166958795022,16.1699312329388
0.282,16.1586260496855,16.1668389726381,16.1744940367362,16.18159168437,16.1881314736234,16.1941122022316,16.1995320236416,16.2043885554904,16.2086789807972,16.2124001421492,16.21554862915
0.284,16.2028096542323,16.2111863308684,16.2190049675402,16.226266433325,16.2329707033233,16.2391169823259,16.2447038205389,16.2497292216936,16.2541907438496,16.2580855931808,16.2614107110204
0.286,16.2472317331552,16.2557732505014,16.2637564919839,16.2711827538894,16.2780524288189,16.2843651290782,16.2901198020792,16.2953148380956,16.2999481706878,16.3040173701004,16.3075197299157
0.288,16.2918943018275,16.3006017695975,16.3087506712772,16.3163427309543,16.3233787592823,16.3298587766075,16.3357821280605,16.341147590968,16.3459534749131,16.3501977147541,16.3538779568983
0.29,16.3367993961704,16.3456739468295,16.3539895872863,16.3617484700887,16.3689518245623,16.3756000796858,16.3816929788853,16.3872296871147,16.3922088905617,16.3966288893008,16.4004876831955
0.292,16.3819490729897,16.3909918618299,16.3994753428904,16.4074020979074,16.4147737755645,16.4215912141302,16.4278545559669,16.4335633542918,16.4387166725403,16.4433131766626,16.447351220666
0.294,16.4273454103165,16.4365576155402,16.4452100623425,16.4533057624426,16.4608467846343,16.467834377198,16.4742690821369,16.4801508416296,16.4854790970614,16.4902528809762,16.494470902268
0.296,16.4729905077505,16.4823733305646,16.4911958916326,16.4994616335178,16.5071730459419,16.5143317879842,16.5209388020559,16.5269944200559,16.5324984620819,16.5374503280464,16.541849082528
0.298,16.5188864868078,16.528441151527,16.5374349988546,16.5458719031252,16.5537547758714,16.5610856878219,16.5678659826255,16.5740963827221,16.5797770877424,16.5849078657997,16.5894881380103
0.3,16.5650354912721,16.5747632454315,16.5839295745767,16.5925387858066,16.6005942134123,16.6080983406854,16.6150529134048,16.6214590454313,16.6273173168091,16.632627864741,16.6373904677885
0.302,16.6114396875502,16.6213418020268,16.6306818322159,16.6394645190381,16.6476936205546,16.6553720335972,16.6625019070279,16.6690847470699,16.6751215151185,16.680612718412,16.6855584939186
0.304,16.6581012650313,16.6681790341754,16.677694008416,16.6866513636181,16.6950552826881,16.7029090770375,16.7102152996266,16.7169758500412,16.7231920720245,16.7288648438518,16.7339946619143
0.306,16.7050224364515,16.7152771782262,16.7249683634303,16.7341016040597,16.7426815090047,16.7507118053585,16.7581954512551,16.7651347407034,16.7715314008488,16.7773866820612,16.7827014412251
0.308,16.7522054382617,16.762638494392,16.7725071815082,16.7818175489877,16.7905746329059,16.7987825772016,16.8064447463194,16.8135638298104,16.8201419393341,16.8261806984689,16.8316813257165
0.31,16.7996525310011,16.8102652671316,16.8203127712866,16.8298015315389,16.8387370124135,16.8471237759201,16.8549655940104,16.8622655529568,16.8690261501018,16.875249383402,16.8809368341541
0.312,16.8473659996752,16.8581598055367,16.8683874661861,16.8780559097687,16.8871710305858,16.8957378100045,16.9037604287413,16.9112423710265,16.9181865211129,16.9245952525597,16.9304705106906
0.314,16.8953481541386,16.9063244437235,16.9167336248115,16.9265830670607,16.9358790959374,16.9446271135141,16.952831710589,16.9604967706463,16.9676255661328,16.9742208474911,16.9802849253567
0.316,16.9436013294837,16.9547615412298,16.9653536313582,16.9753854125428,16.9848636428652,16.9937941465124,17.002181925741,17.0100312646434,17.0173458252015,17.0241287360768,17.0303826745559
0.318,16.9921278864338,17.0034734834172,17.0142498960236,17.0244653815075,17.0341271320787,17.0432413955077,17.0518135869463,17.0598483925081,17.0673498651073,17.0743215130157,17.0807663815634
0.32,17.0409302117422,17.0524626818788,17.0634248554232,17.0738254358382,17.0836720510354,17.0929713738991,17.1017292339725,17.1099507208609,17.1176402798658,17.1248018003156,17.13143869703
0.322,17.0900107185973,17.1017315748529,17.1128809730137,17.1234680644408,17.1335009143826,17.1429866224282,17.151931434067,17.1603408439257,17.1682196912044,17.1755722477897,17.1824022994904
0.324,17.1393718470327,17.1512826276417,17.1626207395208,17.173395783681,17.1836162644044,17.1932897096356,17.2024227824251,17.2110213840082,17.2190907490516,17.2266355335573,17.2336598958768
0.326,17.1890160643444,17.2011183330369,17.2126466733732,17.2236111378279,17.2340206714743,17.243883232324,17.2532059026626,17.2619949919793,17.2702561320323,17.2779943645515,17.2852142220378
0.328,17.2389458655127,17.251241211751,17.2629613211432,17.2741166995033,17.2847167345148,17.2947698160275,17.3042834472955,17.3132643477653,17.3217185479686,17.3296514770306,17.3370680432628
0.33,17.289163773632,17.301653812855,17.3135672579935,17.3249150701382,17.3357070814624,17.3459521154864,17.3556580982253,17.3648321608444,17.3734807343873,17.3816096370978,17.3892241548127
0.332,17.3396723403463,17.3523587142229,17.36446708813,17.3760088804342,17.3869943697399,17.3974328151296,17.4073325672312,17.4167011707485,17.4255454590329,17.4338716412253,17.4416853824567
0.334,17.3904741462913,17.4033585229826,17.4156634452623,17.4274007908338,17.4385812867348,17.4492146295624,17.4593095964684,17.4688741475731,17.4779155203881,17.4864403167859,17.4944545830147
0.336,17.4415718015436,17.4546558759737,17.4671589930702,17.479093491996,17.4904705502853,17.5013003040626,17.511591958974,17.521353892493,17.5305937482006,17.5393185225913,17.547534644908
0.338,17.492967946077,17.5062534402129,17.518956425678,17.5310897052796,17.5426649091728,17.5536926150828,17.5641824591799,17.5741432382854,17.583583004017,17.5925091494371,17.6009284887155
0.34,17.544665250226,17.5581539133659,17.5710584681357,17.5833921832339,17.5951671436224,17.6063943707604,17.6170839334325,17.6272450498608,17.6368861817242,17.6460151206555,17.6546390677381
0.342,17.5966664151567,17.6103600242274,17.6234678769081,17.636003710097,17.6479800658104,17.6594084114356,17.6702992505207,17.680662224801,17.6905062080986,17.6998393926752,17.70866936857
0.344,17.6489741733451,17.6628745332085,17.6761874403711,17.6889271023019,17.7011065203799,17.7127376101761,17.7238313122114,17.7343976939052,17.7444460433626,17.7539849555897,17.7630224116782
0.346,17.7015912890634,17.715700232832,17.7292199793165,17.7421652089899,17.7545493849646,17.7663848733114,17.7776830537931,17.7884544217438,17.7987086817494,17.8084548337325,17.8177012519904
0.348,17.7545205588744,17.7688399482357,17.7825683474644,17.7957209125332,17.8083115707205,17.8203531409739,17.8318574446282,17.8428354072215,17.8532971520767,17.8632520862624,17.8727089794899
0.35,17.8077648121335,17.8222965376841,17.8362354319844,17.8495971290653,17.862396022866,17.8746453876494,17.8863574887128,17.8975436841474,17.908214518328,17.9183798077558,17.9280487198208
0.352,17.8613269115002,17.8760728930884,17.8902241540248,17.9037968090202,17.9168057212312,17.9292646227364,17.9411862252468,17.9525823218157,17.9634638802436,17.9738411288088,17.9837236349011
0.354,17.9152097534566,17.9301719405353,17.9445374692513,17.9583229376801,17.9715436808153,17.9842138911135,17.9963467292115,18.0079544255942,18.0190483739203,18.029639216648,18.039736923545
0.356,17.9694162688364,17.9845966408246,17.999178368394,18.013178535733,18.0266129523544,18.0394962737172,18.0518421119579,18.0636631375226,18.0749711724208,18.0857772757512,18.0960918220953
0.358,18.0239494233613,18.039349990016,18.054149877804,18.0683666598384,18.0820166228969,18.0951148881282,18.1076755218033,18.1197116369204,18.1312354863921,18.1422585484776,18.1527916050646
0.36,18.078812218188,18.0944350199851,18.1094550600191,18.1238904032037,18.1377578163907,18.1510728891678,18.1638501446385,18.176103141005,18.1878445646951,18.1990863157075,18.2098395857875
0.362,18.1340076904634,18.1498547989892,18.1650970143396,18.1797528961696,18.193839694278,18.2073734695045,18.220369204545,18.2328409055188,18.2448016950427,18.2562638974933,18.2672391170827
0.364,18.1895389138908,18.2056124322424,18.2210788774137,18.235957306806,18.2502654561022,18.2640198602705,18.2772359644219,18.2899282253686,18.3021102046501,18.3137946537199,18.3249935919255
0.366,18.2454089993042,18.2617110625013,18.2774038238332,18.2925068415179,18.3070383401239,18.3210153316886,18.3344537266242,18.3473684352736,18.3597734608948,18.3716819847771,18.3831064441318
0.368,18.3016210952548,18.3181538706605,18.3340750667394,18.3494047456614,18.364161623948,18.3783631937104,18.3920258336115,18.4051649104258,18.4177948719876,18.4299293322424,18.4415811490527
0.37,18.358178388606,18.3749440763591,18.3910958584397,18.4066543041719,18.4216386251619,18.4360667966647,18.4499556686079,18.4633210671615,18.4761778876563,18.4885401795756,18.5004212242815
0.372,18.4150841051403,18.432084938597,18.4484694910352,18.4642588422013,18.4794727019845,18.4941295319182,18.5082466562733,18.5218403636435,18.5349259998389,18.5475180528247,18.5596302303718
0.374,18.4723415101761,18.4895797563633,18.5061992970596,18.5222217257685,18.5376672539266,18.5525548325469,18.5669022633869,18.5807263005561,18.5940427433911,18.6068665213448,18.6192117715681
0.376,18.5299539091963,18.5474318692754,18.5642886501289,18.5805463624199,18.5962257224636,18.6113461740198,18.6259259995416,18.6399824218119,18.6535316968042,18.6665891985287,18.6791694965493
0.378,18.5879246484879,18.6056446582296,18.6227409656036,18.6392362019028,18.6551515917198,18.6705070748948,18.6853214178524,18.6996123152711,18.7133964829369,18.7266897425504,18.7395070991844
0.38,18.6462571157931,18.6642215460637,18.6815597012623,18.6982947368504,18.7144483891645,18.7300410975269,18.7450921156755,18.7596196134732,18.773640769759,18.7871718571216,18.8002283193018
0.382,18.7049547409727,18.7231659982314,18.7407483579878,18.7577255034794,18.7741196863222,18.7899518487894,18.8052417353419,18.8200079943824,18.8342682711094,18.8480392922621,18.8613369434723
0.384,18.7640209966813,18.7824815234893,18.8003104804654,18.8175320823005,18.8341690994939,18.850242980808,18.8657739649038,18.8807811821465,18.8952827474669,18.909295845083,18.9228368058059
0.386,18.8234593990551,18.8421716745966,18.860249657895,18.8777180988415,18.8946002904931,18.9109181917081,18.9266925388939,18.9419429478686,18.9566880067354,18.9709453605854,18.9847317887625
0.388,18.8832735084124,18.9022400490275,18.9205695247148,18.9382872243843,18.9554169673945,18.9719812263765,18.9880012390998,19.0034971103939,19.0184879050428,19.0329917324721,19.0470258239779
0.39,18.943466929967,18.9626902896968,18.9812737613402,18.9992431767149,19.0166228852966,19.0334358772368,19.0497038953516,19.065447537111,19.0806863475556,19.0954389039753,19.1097228931044
0.392,19.0040433145553,19.0235260856996,19.0423660949148,19.0605897208882,19.0782218470995,19.0952859850388,19.111804386325,19.1277981447668,19.1432872893075,19.1582908686986,19.1728270286671
0.394,19.0650063593765,19.0847511730642,19.1038503000772,19.1223306700067,19.1402177042955,19.1575354396633,19.1743066403588,19.1905529002985,19.2062947360441,19.2215516714758,19.2363423149358
0.396,19.1263598087474,19.1463693355195,19.1657301997406,19.1844698860133,19.2026143577764,19.220188180942,19.237214636288,19.2537158216793,19.2697127450827,19.2852254092442,19.3002728888129
0.398,19.188107454871,19.208384405277,19.2280096658882,19.2470112805004,19.2654157586548,19.2832481994923,19.3005324042924,19.3172909787813,19.3335454261891,19.3493162319357,19.3646229407387
0.4,19.2502531386197,19.2708002638278,19.2906926203836,19.3099588155335,19.3286259091017,19.3467195375689,19.3642640267619,19.3812824942543,19.3977969424705,19.4138283433837,19.4293967156132
0.402,19.3128007503339,19.3336208427541,19.3537830357964,19.3733165044904,19.3922488631996,19.4106062899303,19.4284136391773,19.4456945444215,19.4624715112853,19.4787660022481,19.4945985137351
0.404,19.3757542306355,19.3968501245576,19.4172849362441,19.4370884129173,19.4562887278126,19.4749126047238,19.4929854310092,19.5105313601919,19.5275734051708,19.5441335229572,19.5602326917596
0.406,19.4391175712574,19.4604921435023,19.4812023982495,19.5012786594006,19.5207496634729,19.5396426843857,19.5579836466331,19.5757972279911,19.5931069527883,19.6099352766681,19.6263036636738
0.408,19.5028948158886,19.5245509864749,19.5455395516155,19.5658914164564,19.5856358852843,19.6048007865602,19.6234125862632,19.6414964907094,19.6590765398866,19.676175692246,19.6928159017913
0.41,19.5670900610361,19.5890307938612,19.6103005803165,19.6309309114363,19.6509516638437,19.6703912250356,19.6892766069037,19.7076335486688,19.7254866102845,19.7428592572618,19.7597739377661
0.412,19.6317074569037,19.6539357604402,19.6754897234073,19.6964014274522,19.7167013261806,19.7364183706993,19.7555801233191,19.7742128606087,19.7923416668721,19.8099905190095,19.8271823636263
0.414,19.6967512082874,19.7192701362948,19.7411112759499,19.762307304318,19.7828892567146,19.8028866525111,19.8223276090234,19.8412389446913,19.8596462726325,19.8775740855445,19.8950458328283
0.416,19.7622255754891,19.7850382277415,19.8071695899586,19.8286529395109,19.8495198982327,19.8698005584958,19.8895235972888,19.9087163795262,19.9274050516828,19.9456146267407,19.9633690613311
0.418,19.8281348752479,19.8512443982778,19.8736690753634,19.8954427891509,19.9165977528849,19.9371646367559,19.9571726821749,19.9766498052162,19.9956226903364,20.01411687537,20.0321568286931
0.42,19.8944834816902,19.9178930695485,19.9406142009933,19.9626813690004,19.9841273832004,20.0049834965042,20.0252795195779,20.0450439244235,20.0643039381864,20.0830856282028,20.1014139791898
0.422,19.961275827298,19.9849887223317,20.0080094955786,20.0303732554838,20.052113413124,20.0732618091169,20.093848828301,20.1139035034573,20.1334536092104,20.152525747131,20.1711454229543
0.424,20.0285164038978,20.0525358975436,20.0758595487735,20.0985230867268,20.120560529073,20.1420043092084,20.1628853911461,20.1832333733833,20.2030765828983,20.2224421603126,20.2413561371412
0.426,20.0962097636676,20.1205391972645,20.1441690121991,20.1671355636178,20.1894734810157,20.2112157957271,20.2323940560285,20.2530384311559,20.2731778054022,20.292839863341,20.3120511671131
0.428,20.1643605201661,20.1890032857849,20.2129426005081,20.2362154508897,20.2588570835721,20.2809011330743,20.302379737113,20.3233236407733,20.3437622907099,20.3637239204369,20.3832356276526
0.43,20.2329733493811,20.2579328906732,20.2821850924702,20.3057675782242,20.3287162171359,20.3510652522451,20.372847415974,20.3940940344558,20.4148351218428,20.4350994656652,20.454914704198
0.432,20.3020529908,20.3273328038643,20.3519013320802,20.3757968413789,20.3990558290208,20.421713151993,20.4438021427791,20.465354713849,20.4864014520778,20.5069717041766,20.5270936541048
0.434,20.3716042485017,20.3972078827714,20.4220962296885,20.4463082033367,20.4698809346292,20.4928499000186,20.5152490374972,20.5371108512513,20.5584665061949,20.5793459134752,20.5997778079335
0.436,20.4416319922716,20.4675630514198,20.4927747631554,20.5173066954799,20.5411966186459,20.5644806341828,20.5871932911314,20.609367690867,20.6310355817504,20.6522274447121,20.6729725707639
0.438,20.512141158738,20.5384033016049,20.5639419790278,20.5887974187871,20.6130080362555,20.6366105637445,20.6596401669774,20.682130550085,20.7041140503765,20.725621724006,20.7466834235371
0.44,20.5831367525337,20.6097336940728,20.6356029937421,20.6607855450568,20.685320414386,20.7092449706248,20.7325950019087,20.7554048207852,20.7777073591087,20.7995342537914,20.8209159244249
0.442,20.65462384748,20.6815593597266,20.7077629948504,20.7332763181544,20.758139052978,20.7823892106978,20.806063207688,20.8291959706711,20.8518210317398,20.8739706141956,20.8956757102291
0.444,20.7266075877964,20.7538855008576,20.7804272422735,20.8062750552872,20.8314693262802,20.8560487151074,20.8800502723064,20.9035095446313,20.9264606702043,20.9489364644442,20.9709684978096
0.446,20.7990931893351,20.826717392401,20.8536010695793,20.8797871483046,20.9053166841726,20.9302289916128,20.9545617613512,20.9783511661297,21.0016319559901,21.0244375442966,21.0468000855433
0.448,20.8720859408412,20.9000603832198,20.9272898852888,20.9538180650268,20.9796866535172,21.0049356259622,21.0296033194024,21.0537265386246,21.0773406515819,21.1004796755124,21.1231763548134
0.45,20.9455912052392,20.9739198974144,21.0014991742088,21.0283733506007,21.0545848395378,21.0801742832958,21.1051806714588,21.1296414470187,21.1535926019345,21.1770687633487,21.200103271532
0.452,21.0196144209476,21.0483014356602,21.0762344987935,21.1034586288856,21.1300169272288,21.1559507095782,21.1812996243947,21.2061017591403,21.230393735978,21.25421079809,21.2775868876941
0.454,21.0941611032199,21.1232105765737,21.1515015005351,21.1790796038673,21.2059886827944,21.232270733062,21.2579660684482,21.2831134272554,21.3077500681554,21.3319118566106,21.3556333429656
0.456,21.169236845515,21.1986529781078,21.2273059013833,21.2552420611034,21.282505955118,21.3091402657831,21.335185978741,21.3606824896135,21.3856676999934,21.4101781039717,21.4342488663067
0.458,21.2448473208967,21.2746343789765,21.3036535051964,21.3319518691991,21.3595746772643,21.3865653050871,21.4129654168313,21.4388150720264,21.4641528217077,21.4890157950526,21.513439777629
0.46,21.3209982834628,21.3511606001102,21.3805501992224,21.4092149813152,21.4372008680131,21.4645519351903,21.4913105323008,21.5175173894811,21.5432117138424,21.5684312762174,21.5932124894907
0.462,21.3976955698052,21.4282375461433,21.4580019556127,21.4870374367083,21.5153906334265,21.5431063287738,21.5702275643758,21.596795747789,21.6228507489468,21.6484309870193,21.6735735088278
0.464,21.4749451005015,21.5058712069324,21.5360148329692,21.565425362305,21.5941501684504,21.622234748612,21.6497228435838,21.6766565452699,21.7030763932874,21.7290214619412,21.754529438724
0.466,21.5527528816385,21.5840676591085,21.6145949779235,21.6443849743101,21.6734857585512,21.7019435492382,21.729802793447,21.7571062744742,21.7838952085991,21.8102093321756,21.8360869802202
0.468,21.6311250063691,21.6628330676631,21.6937486267522,21.7239225798499,21.753403781388,21.7822391786457,21.8104739322128,21.8381515239428,21.8653138538746,21.8920013274444,21.9182529341636
0.47,21.7100676565034,21.7421736875681,21.7734821070268,21.8040445786524,21.8339107085221,21.8631281800266,21.8917428746229,21.9197989800061,21.9473390871935,21.9744042778582,22.0010342030989
0.472,21.7895871041337,21.8220958654324,21.8538018393,21.8847574647634,21.915013107164,21.9446171935499,21.9736163337215,22.0020554286231,22.0299777675927,22.0574251158182,22.0844377932013
0.474,21.8696897132965,21.9026060411937,21.9347143388295,21.9660678283019,21.9967176419597,22.0267129581789,22.056101122704,22.0849277572619,22.1132368569788,22.1410708779609,22.1684708162541
0.476,21.95038194167,21.9837107498493,22.0162262173396,22.0479823572537,22.0790310768162,22.1094223135286,22.1392041568072,22.1684229568224,22.1971234220833,22.225348707146,22.2531404916699
0.478,22.0316703423099,22.0654166232237,22.0983441848227,22.1305078393052,22.1619602767686,22.1927522017658,22.2229324552425,22.2525481236023,22.2816446364626,22.3102658544904,22.3384541485585
0.48,22.1135615654231,22.1477303917769,22.1810750513808,22.2136511637187,22.2455122098886,22.2767096695519,22.3072931431718,22.3373104613077,22.3668077825424,22.3958296814479,22.4244192278423
0.482,22.1960623601822,22.2306588864526,22.2644257291077,22.2974193232496,22.3296939492366,22.3613018700287,22.3922934537293,22.42271728311,22.4526202537104,22.4820476619367,22.5110432844196
0.484,22.2791795765789,22.3142090405676,22.3484032340149,22.381819416107,22.4145126748575,22.4465360648508,22.4779407300891,22.5087760137487,22.5390895564555,22.5689273845158,22.5983339893782
0.486,22.3629201673207,22.3983878917446,22.4330146879997,22.4668586479588,22.4999756758227,22.5324196262636,22.5642424275795,22.5954941916838,22.6262233125571,22.6564765546118,22.6862991322597
0.488,22.4472911897695,22.4832025838884,22.5182673208594,22.5525443339828,22.5860903523179,22.6189600392286,22.6512061158469,22.6828794712969,22.7140292613242,22.7447029967967,22.7749466233774
0.49,22.5322998079241,22.5686603692066,22.60416847235,22.6388839009639,22.6728642177793,22.7061649035985,22.7388394810689,22.7709396251433,22.8025152618879,22.8336146571196,22.8642844961869
0.492,22.6179532944482,22.654768610277,22.6907255942931,22.7258848894404,22.760304901079,22.7940419363417,22.8271503282191,22.8596825462571,22.8916892955455,22.9232196054923,22.9543209097137
0.494,22.7042590327446,22.7415347821624,22.7779462527309,22.8135549558991,22.8484201487609,22.8825989738192,22.9161465833841,22.9491162505093,22.9815594681609,23.0135260381307,23.0450641510367
0.496,22.7912245190769,22.8289664745734,22.8658381301306,22.9019018750216,22.9372178273283,22.9718439741136,23.0058362961355,23.0392488790216,23.0721340126204,23.1045422800544,23.1365226378312
0.498,22.8788573647397,22.9170713940817,22.9544090276402,22.9909335419829,23.0267059255851,23.0617850194136,23.0962276419563,23.1300887006365,23.1634212913473,23.1962767876449,23.2287049209717
